Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Ontario                                                                    ,High Wage          ,Balti Indian Restaurant Inc,"Whitby, ON L1N 4H3",63200-Cooks,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bank of Canada,"Ottawa, ON K1A 0G9",41401-Economists and economic policy researchers and analysts,Unknown,1,1
Ontario                                                                    ,High Wage          ,BARCELOS MASONRY INC.,"TORONTO, ON M6M 2R1",72320-Bricklayers,Unknown,3,8
Ontario                                                                    ,High Wage          ,Barrie Taxi Ltd,"Barrie, ON L4N 9A7",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Barshala- Indian Resto Bar Ltd.,"Hamilton, ON L8S 1G5",62020-Food service supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bartell Morrison Inc,"Mississauga, ON L4Z 1W7",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,BARTHOLOMEW BAKERY LTD,"Vaughan, ON L4K 4E9",63202-Bakers,Unknown,1,2
Ontario                                                                    ,High Wage          ,Bayfield Hospitality Inc.,"Barrie, ON L4M 3B9",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,BDO Canada LLP,"Toronto, ON M5E 1C5",11100-Financial auditors and accountants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Beast Restaurant Inc.,"Toronto, ON M6J 2H1",63202-Bakers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Beauty Fence Inc,"Concord, ON L4K 1W9",72106-Welders and related machine operators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Beauty First,"Oakville, ON L6M 2V6",62010-Retail sales supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Beauty First,"Oakville, ON L6M 2V6","63211-Estheticians, electrologists and related occupations",Unknown,2,2
Ontario                                                                    ,High Wage          ,Belief Tech Development,"Markham, ON L4B 3T7",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bellai Alliance Forming,"Ottawa, ON K1R 7X6",72310-Carpenters,Unknown,2,6
Ontario                                                                    ,High Wage          ,Bellevue Fabricating LTD.,"Belleville, ON K8N 4Z5",21301-Mechanical engineers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Belmont Concrete Finishing Co. Limited,"Concord, ON L4K 4W1",70010-Construction managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Ben�s Building Materials Ltd.,"Markham, ON L3R 2Z5",62010-Retail sales supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,BEST PATH CONCRETE AND RENOVATIONS,"Caledon, ON L7C 3E9",73112-Painters and decorators (except interior decorators),Unknown,1,2
Ontario                                                                    ,High Wage          ,BEST SERVICES INT'L FREIGHT CANADA LTD.,"Mississauga, ON L5R 3G5","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Best Value Hotel LP No.1,"Kingston, ON K7L 5H7",62200-Chefs,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bevertec,"Mississauga, ON L4W 4Y5",12101-Human resources and recruitment officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Beyond GTA Inc.,"Markham, ON L3R 6G2",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,Beyond GTA Inc.,"Markham, ON L3R 6G2",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,BFP Engineering Solutions Incorporated.,"Peterborough, ON K9J 3E3",22212-Drafting technologists and technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,BGD Solutions,"Oakville, ON M3C 0P8",62024-Cleaning supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,BIDS TECHNICAL SERVICES INC.,"Markham, ON L3R 8P1",72204-Telecommunications line and cable installers and repairers,Unknown,1,1
Ontario                                                                    ,High Wage          ,BIG BLUE TRUCK CENTRE INC.,"BRAMPTON, ON L6T 4N8",13100-Administrative officers,Unknown,2,2
Ontario                                                                    ,High Wage          ,Big Instance Technologies Inc.,"Mississauga, ON L9T 5M3",72205-Telecommunications equipment installation and cable television service technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,BILLA APPLIANCES LTD,"TORONTO, ON M4B 1N9","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,BILLA APPLIANCES LTD,"TORONTO, ON M4B 1N9","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Binners Operations Inc.,"Toronto, ON M5V 0C5","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1
Ontario                                                                    ,High Wage          ,Bird Construction Group,"Mississauga, ON L4W 0C6","00015-Senior managers - construction, transportation, production and utilities",Unknown,2,2
Ontario                                                                    ,High Wage          ,Bird Construction Group,"Mississauga, ON L4W 0C6",70010-Construction managers,Unknown,5,5
Ontario                                                                    ,High Wage          ,Birla Carbon Canada Ltd.,"Hamilton, ON L8H 7N5",22100-Chemical technologists and technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Birla Carbon Canada Ltd.,"Hamilton, ON L8H 7N5",92100-Power engineers and power systems operators,Unknown,1,2
Ontario                                                                    ,High Wage          ,Black Box Consultancy Services Incorporated,"Owen Sound, ON N4K 1N9","12011-Supervisors, finance and insurance office workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Black Mamba Motors Freight Inc,"Caledon, ON L7C 2M4",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Black Tar Corp.,"Ottawa, ON K1Z 5H1",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Black Tar Corp.,"Ottawa, ON K1Z 5H1","82031-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
Ontario                                                                    ,High Wage          ,Black Widow Tattoo Gallery Inc.,"Toronto, ON M6J 2Y7","63211-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Blackbird Baking Company Inc.,"Toronto, ON M5T 1L8",63202-Bakers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Blackshop Restaurant & Lounge Inc.,"Cambridge, ON N1R 6J3",62200-Chefs,Unknown,1,1
Ontario                                                                    ,High Wage          ,Blagoj & Dejana Kozovski Dentistry Professional Corporation,"Markham, ON L3P 1Y3",33100-Dental assistants and dental laboratory assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Blaisdale Montessori School,"Pickering, ON L1W 2G9",42202-Early childhood educators and assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Blenheim Chevrolet Buick GMC Inc.,"Blenheim, ON N0P 1A0","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Ontario                                                                    ,High Wage          ,Blenheim Chrysler Dodge Jeep Ram Ltd,"Blenheim, ON N0P 1A0","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Ontario                                                                    ,High Wage          ,BLOOR PAIN SPECIALISTS,"Etobicoke, ON M9C 4Z4",31100-Specialists in clinical and laboratory medicine,Unknown,1,1
Ontario                                                                    ,High Wage          ,BLUE AERO JOB SERVICES INC.,"CAMBRIDGE, ON N1R 3C1",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Blue Rose Pharmacy Inc.,"Scarborough, ON M1P 2L8",31102-General practitioners and family physicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Blue Valorem Solutions Inc.,"Toronto, ON M1S 4L8",21221-Business system specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bold construction & Renovations Inc.,"Brampton, ON L6Y 4B8","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Bold construction & Renovations Inc.,"Brampton, ON L6Y 4B8",73200-Residential and commercial installers and servicers,Unknown,1,2
Ontario                                                                    ,High Wage          ,BOLT Telecommunications Inc.,"Scarborough, ON M1P 4Y1",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bombay Bistro/2576256 Ontario Inc,"London, ON N6A 1E8",63200-Cooks,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bombay C&P Inc.,"Ottawa, ON K2H 8T5",62020-Food service supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,BOMBAY TO GO INC.,"MISSISSAUGA, ON L5G 1C9",60030-Restaurant and food service managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Booster Prep Inc.,"Scarborough, ON M1V 5J6",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Boothworks Inc,"Mississauga, ON L5T 2G1",12103-Conference and event planners,Unknown,1,1
Ontario                                                                    ,High Wage          ,Border City Storage Ltd.,"Windsor, ON N9A 5Z8","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Bosman Home Front Inc.,"Palmerston, ON N0G 2P0",72310-Carpenters,Unknown,1,1
Ontario                                                                    ,High Wage          ,Boston Group Hospitality Ltd,"Brampton, ON L6T 5N9",62020-Food service supervisors,Unknown,2,2
Ontario                                                                    ,High Wage          ,Boston Group Hospitality Ltd,"Brampton, ON L6T 5N9",63200-Cooks,Unknown,1,1
Ontario                                                                    ,High Wage          ,Botanic Planet Canada Inc.,"BRAMPTON, ON L6Y 5V4",12102-Procurement and purchasing agents and officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bothwell-Accurate Co. Inc.,"Mississauga, ON L4V 1V1",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bothwell-Accurate Co. Inc.,"Mississauga, ON L4V 1V1",22212-Drafting technologists and technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bothwell-Accurate Co. Inc.,"Mississauga, ON L4V 1V1",73110-Roofers and shinglers,Unknown,6,14
Ontario                                                                    ,High Wage          ,Bothwell-Accurate Co. Inc.,"Mississauga, ON L4V 1V1",73111-Glaziers,Unknown,2,12
Ontario                                                                    ,High Wage          ,Bothwell-Accurate Co. Inc.,"Mississauga, ON L4V 1V1",73200-Residential and commercial installers and servicers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Boulangerie Lanthier Lt�e.,"Alexandria, ON K0C 1A0",12102-Procurement and purchasing agents and officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bourgeon Bouildcon Inc.,"Brampton, ON L6W 3W8","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,High Wage          ,BOXLIGHT CANADA INC.,"Kitchener, ON N2G 1H6","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario                                                                    ,High Wage          ,BRAHMBHATT NANDIKONDA DENTISTRY PROFESSIONAL CORPORATION,"North York, ON M3L 1S5",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,BRAHMBHATT NANDIKONDA DENTISTRY PROFESSIONAL CORPORATION,"North York, ON M3L 1S5",33100-Dental assistants and dental laboratory assistants,Unknown,1,2
Ontario                                                                    ,High Wage          ,Brain Consulting Tech Corp.,"BRAMPTON, ON L6T 5A2",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Brampton Crematorium & visitation Centre INC.,"Brampton, ON L6T 5G2",62201-Funeral directors and embalmers,Unknown,1,1
Ontario                                                                    ,High Wage          ,BRAMPTON VISION CENTRE INC.,"Brampton, ON L6R 3J5",33109-Other assisting occupations in support of health services,Unknown,1,1
Ontario                                                                    ,High Wage          ,Brazilian Beauty Clinic Inc.,"Toronto, ON M6J 1X8","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario                                                                    ,High Wage          ,BREEZECOME INC,"Scarborough,, ON M1X 1G4","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,High Wage          ,Brick Warriors Inc,"Toronto, ON M6J 1X5",72320-Bricklayers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Bridge Check Canada LTD,"Vaughan, ON L4K 3N8",22233-Construction inspectors,Unknown,1,1
Ontario                                                                    ,High Wage          ,BRIDGE CONNECT INC.,"BRAMPTON, ON L6T 5A2","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,High Wage          ,Brightgrove Canada Corp.,"Ottawa, ON K1J 1G4",10011-Human resources managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Brimich Logistics & Packaging Inc.,"Brantford, ON N3V 0A6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,2,2
Ontario                                                                    ,High Wage          ,Brimich Logistics & Packaging Inc.,"Brantford, ON N3V 0A6",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,Brimich Logistics & Packaging Inc.,"Brantford, ON N3V 0A6",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Brockton and Area Family Health Team,"Walkerton, ON N0G 2V0","41404-Health policy researchers, consultants and program officers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Brothers HR Painting Inc.,"Brampton, ON L6Y 6K2",73112-Painters and decorators (except interior decorators),Unknown,1,2
Ontario                                                                    ,High Wage          ,Brouwer Organic Farms Inc.,"Branchton, ON N0B 1L0",72401-Heavy-duty equipment mechanics,Unknown,1,1
Ontario                                                                    ,High Wage          ,BS RENO INC.,"Mississauga, ON L4T 2Y3",73112-Painters and decorators (except interior decorators),Unknown,1,1
Ontario                                                                    ,High Wage          ,B-Tek Refurbishment Inc.,"Mississauga, ON L4W 5A7",72310-Carpenters,Unknown,1,2
Ontario                                                                    ,High Wage          ,BTNX Inc.,"Pickering, ON L1W 4B2",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Btown Enterprises Inc.,"Mississauga, ON L5T 1X4",62010-Retail sales supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Buckley Cartage Limited,"Mississauga, ON L4V 1N5",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,BUILD WITH SINGHS LTD.,"DUNDALK, ON N0C 1B0",73112-Painters and decorators (except interior decorators),Unknown,1,1
Ontario                                                                    ,High Wage          ,Building Restoration Services Plus Inc,"mount hope, ON L0R 1W0",75110-Construction trades helpers and labourers,Unknown,1,8
Ontario                                                                    ,High Wage          ,Bukhshi Insulation Inc.,"Mississauga, ON L5T 1E1",72321-Insulators,Unknown,1,8
Ontario                                                                    ,High Wage          ,BUZO PET GROOMING INC.,"MISSISSAUGA, ON L5E 2K1",13102-Payroll administrators,Unknown,1,1
Ontario                                                                    ,High Wage          ,BV Investors Inc.,"London, ON N6K 4Z8",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,BVD Capital Corporation,"Brampton, ON L6T 5C5",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,BVD Petroleum Inc.,"Brampton, ON L6T 5E7","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,BVD Petroleum Inc.,"Brampton, ON L6T 5E7",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,High Wage          ,BYOGO INC.,"Markham, ON L3R 1E4",60010-Corporate sales managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,C.G. Needle Arts Ltd,"BRAMPTON, ON L6T 4Z6","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,2
Ontario                                                                    ,High Wage          ,C.G. Needle Arts Ltd,"BRAMPTON, ON L6T 4Z6",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,C.G. Needle Arts Ltd,"BRAMPTON, ON L6T 4Z6",13110-Administrative assistants,Unknown,1,2
Ontario                                                                    ,High Wage          ,C.S. Constructors Inc,"Etobicoke, ON M9W 4Y9",73101-Tilesetters,Unknown,1,1
Ontario                                                                    ,High Wage          ,C.Y. Vehicle Enterprises inc.,"Toronto, ON M6A 2S6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario                                                                    ,High Wage          ,CACEIS (Canada) Asset Servicing Ltd,"Mississauga, ON L5R 3E7",11100-Financial auditors and accountants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cadison Incorporated,"Burlington, ON L7L 2Y1",63210-Hairstylists and barbers,Unknown,1,4
Ontario                                                                    ,High Wage          ,Caliber Group Ltd.,"Toronto, ON M6N 4S6",75110-Construction trades helpers and labourers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cambridge Volkswagen Inc.,"Cambridge, ON N1R 3H8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Camfil Canada Inc.,"CONCORD, ON L4K 3C8","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Camp Canada Inc,"Toronto, ON M4P 1E8",12101-Human resources and recruitment officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Camp Muskoka,"Bracebridge, ON P1L 1X3","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Can Plus Immigration Inc.,"Mississauga, ON L4T 0A7",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Can Wings Students Services Ltd.,"Mississauga, ON L5S 0A7","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Can Wings Students Services Ltd.,"Mississauga, ON L5S 0A7",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canada (International) Chuanren Investment (Holidings) Ltd,"Whitchurch-Stouffville, ON L4A 3B4",13101-Property administrators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canada Cartage System LP,"Mississauga, ON L5S 1L8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Canada Computers & Electronics,"Richmond Hill, ON L4S 8M8",60020-Retail and wholesale trade managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canada Construction Limited,"Mississauga, ON L4X 1L9",72310-Carpenters,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canada Fortune Group Inc,"Mississauga, ON L4W 1P5",13201-Production and transportation logistics coordinators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian All Care Inc.,"Scarborough, ON M1V 3Z3",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,CANADIAN BABBITT BEARINGS LTD,"NIAGARA FALLS, ON L2E 3K6",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Ontario                                                                    ,High Wage          ,"Canadian College of Business, Science & Technology","Scarborough, ON M1S 4A7",10019-Other administrative services managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,"Canadian College of Business, Science & Technology","Scarborough, ON M1S 4A7",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,"Canadian College of Business, Science & Technology","Scarborough, ON M1S 4A7",13110-Administrative assistants,Unknown,2,2
Ontario                                                                    ,High Wage          ,Canadian Flatbeds Ltd.,"Milton, ON L9T 5J3",13201-Production and transportation logistics coordinators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian Flatbeds Ltd.,"Milton, ON L9T 5J3","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Ontario                                                                    ,High Wage          ,CANADIAN FREIGHT XPRESS INC,"NORTH YORK, ON M9M 1Z7",73300-Transport truck drivers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian Heart Care Inc.,"Brampton, ON L6W 3W8",21233-Web designers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian Heart Care Inc.,"Brampton, ON L6W 3W8",31100-Specialists in clinical and laboratory medicine,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian Network Installations Ltd,"Markham, ON L3R 5K4",72204-Telecommunications line and cable installers and repairers,Unknown,1,5
Ontario                                                                    ,High Wage          ,Canadian RCA Wall Systems Ltd,"Vaughan, ON L4H 4R8",22303-Construction estimators,Unknown,1,1
Ontario                                                                    ,High Wage          ,CANADIAN STANDARD HVAC SERVICES INC.,"MISSISSAUGA, ON L4T 1H2",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian Systems Inc.,"Etobicoke, ON M9W 0B5",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Canadian ultrasound Institute and research centre corp.,"Mississauga, ON L5R 3K7",41320-Educational counsellors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Can-Am Accounting CPA Professional Corporation,"Toronto, ON M6M 4Y1",12200-Accounting technicians and bookkeepers,Unknown,2,2
Ontario                                                                    ,High Wage          ,Cancom Security Inc,"North York, ON M3J 2G2",21231-Software engineers and designers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Candor Auto Repairs Ltd,"Toronto, ON M6R 1W6",72401-Heavy-duty equipment mechanics,Unknown,1,1
Ontario                                                                    ,High Wage          ,Candroid Robotics Corporation,"MARKHAM, ON L3R 4P8",22301-Mechanical engineering technologists and technicians,Unknown,1,2
Ontario                                                                    ,High Wage          ,CANERA HOMES INC,"Scarborough, ON M1R 1H6",72310-Carpenters,Unknown,1,2
Ontario                                                                    ,High Wage          ,Canter Shipping and Logistics Canada Incorporated,"Hamilton, ON L8E 1G2","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Canter Shipping and Logistics Canada Incorporated,"Hamilton, ON L8E 1G2","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Canter Shipping and Logistics Canada Incorporated,"Hamilton, ON L8E 1G2",14400-Shippers and receivers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cantrina Freezer Warehouse Inc,"Brampton, ON L6T 4M3",22312-Industrial instrument technicians and mechanics,Unknown,1,1
Ontario                                                                    ,High Wage          ,CAN-Truck 2009 Inc.,"Brampton, ON L6T 2H5",11100-Financial auditors and accountants,Unknown,1,1
Ontario                                                                    ,High Wage          ,CAPABLE HANDS INC.,"MISSISSAUGA, ON L5L 5M9","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
Ontario                                                                    ,High Wage          ,Capgemini Canada,"Mississauga, ON L4W  5S",11201-Professional occupations in business management consulting,Corporation,1,1
Ontario                                                                    ,High Wage          ,CAPTRA STAFFING CORPORATION,"London, ON N6A 5B5",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Capture logistics Inc.,"Mississauga, ON L5T 1R3",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Capture logistics Inc.,"Mississauga, ON L5T 1R3",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Car Buffs Auto Collision Centre Limited,"Mississauga, ON L4W 1N6",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Care Clinic On Albion,"ETOBICOKE, ON M9V 5G5",31102-General practitioners and family physicians,Unknown,1,2
Ontario                                                                    ,High Wage          ,CAREER CANADA IMMIGRATION SERVICES INC,"Oakville, ON L6L 6M4",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Caribex Seafoods Ltd.,"North York, ON M3C 3R6",60010-Corporate sales managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Casa Dolce Casa Inc.,"Woodbridge, ON L4L 2J3",32101-Licensed practical nurses,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cashcash Inc.,"Brampton, ON L6P 2C7",22220-Computer network and web technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Casilco Corporation,"Windsor, ON N8Y 4S8",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CellChem Pharmaceuticals Inc.,"Nepean, ON K2E 7V7",60010-Corporate sales managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cellular Warehouse Inc.,"Scarborough, ON M1V 5P7","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario                                                                    ,High Wage          ,Cellular Warehouse Inc.,"Scarborough, ON M1V 5P7","12010-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario                                                                    ,High Wage          ,"Center for Pain and Stress Research, Ltd.","Etobicoke, ON M8W 1P7","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Centre Street Delicatessen Limited,"Thornhill, ON L4J 3M8",63200-Cooks,Unknown,1,1
Ontario                                                                    ,High Wage          ,Century 21 King's Quay Real Estate Inc.,"Markham, ON L3R 5Y6","10022-Advertising, marketing and public relations managers",Unknown,1,1
Ontario                                                                    ,High Wage          ,CENTURY PRIVATE SCHOOL,"RICHMOND HILL, ON L4S 1L2","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Cete blue,"Brantford, ON N3T 0L4",10010-Financial managers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CFT CORPORATION,"Oakville, ON L6H 6X7",13201-Production and transportation logistics coordinators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Champion Tire & Wheels Distribution Corp.,"Scarborough, ON M1P 3E6",62101-Retail and wholesale buyers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CHARGER GLOBAL LOGISTICS CANADA LIMITED,"Mississauga, ON L5J 1K7",13201-Production and transportation logistics coordinators,Unknown,1,1
Ontario                                                                    ,High Wage          ,CHARGER LOGISTICS INC,"Mississauga, ON L5J 1K7",13110-Administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,Chase Auto Parts Inc.,"Mississauga, ON L5L 1A3",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,High Wage          ,Chatham Nissan Ltd.,"Chatham, ON N7M 5J5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario                                                                    ,High Wage          ,Chaudhary Vet Prof Corporation,"Hamiliton, ON L9A 3P5",31103-Veterinarians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cheetah TT&T Inc,"Concord, ON L4K 1N7",62010-Retail sales supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cheetah TT&T Inc,"Concord, ON L4K 1N7",62023-Customer and information services supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Chef Food Services Inc.,"Paris, ON N3L 2M3",63200-Cooks,Unknown,1,1
Ontario                                                                    ,High Wage          ,Chefsville Foods Inc,"Markham, ON L3P 1W7","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,High Wage          ,Chestnut Park Hospitality Ltd,"Toronto, ON M5G 1R3","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario                                                                    ,High Wage          ,CHOLAN HOSPITALITY INC.,"Mississauga, ON L5R 3T2",63200-Cooks,Unknown,1,2
Ontario                                                                    ,High Wage          ,Choudhary Dentistry Prof Corp,"Toronto, ON M3M 1H8",13112-Medical administrative assistants,Unknown,1,1
Ontario                                                                    ,High Wage          ,CHS Warehousing Ltd.,"Brampton, ON L6T 5V2","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Ontario                                                                    ,High Wage          ,Chubby�s Jamaican Kitchen Inc.,"Toronto, ON M5V 3Y4",62200-Chefs,Unknown,1,1
Ontario                                                                    ,High Wage          ,CINT INTERNATIONAL TRADE INC,"London, ON N6L 0G4","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Ontario                                                                    ,High Wage          ,Circle Productions Ltd.,"Toronto, ON M5V 1T2","51120-Producers, directors, choreographers and related occupations",Sole Proprietorship,1,1
